accepted_name,family,broader,establishment_means,park_list,voucher_exists,iNat_RG_record_exists
Cyperus hemioccidentalis,Cyperaceae,4.monocot,native,1,1,
Cyperus squarrosus,Cyperaceae,4.monocot,native,1,1,
Dulichium arundinaceum,Cyperaceae,4.monocot,native,1,1,
Eleocharis acicularis,Cyperaceae,4.monocot,native,1,1,
Eleocharis bella,Cyperaceae,4.monocot,native,1,1,
Eleocharis bolanderi,Cyperaceae,4.monocot,native,1,1,
Eleocharis decumbens,Cyperaceae,4.monocot,native,1,1,
Eleocharis engelmannii,Cyperaceae,4.monocot,native,1,1,
Eleocharis macrostachya,Cyperaceae,4.monocot,native,1,1,
Eleocharis parishii,Cyperaceae,4.monocot,native,1,1,
Eleocharis quinqueflora,Cyperaceae,4.monocot,native,1,1,
Eriophorum gracile,Cyperaceae,4.monocot,native,1,1,1
Lipocarpha micrantha,Cyperaceae,4.monocot,native,1,1,
Oreobolopsis clementis,Cyperaceae,4.monocot,native,1,1,1
Schoenoplectus acutus,Cyperaceae,4.monocot,native,1,1,
Schoenoplectus subterminalis,Cyperaceae,4.monocot,native,1,1,
Scirpus congdonii,Cyperaceae,4.monocot,native,1,1,
Scirpus cyperinus,Cyperaceae,4.monocot,introduced,1,1,
Scirpus diffusus,Cyperaceae,4.monocot,native,1,1,
Scirpus microcarpus,Cyperaceae,4.monocot,native,1,1,1
Juncus amuricus,Juncaceae,4.monocot,native,1,1,
Juncus balticus,Juncaceae,4.monocot,native,1,1,
Juncus bryoides,Juncaceae,4.monocot,native,1,1,
Juncus bufonius,Juncaceae,4.monocot,native,1,1,
Juncus capillaris,Juncaceae,4.monocot,native,1,1,
Juncus chlorocephalus,Juncaceae,4.monocot,native,1,1,1
Juncus confusus,Juncaceae,4.monocot,native,1,1,
Juncus covillei,Juncaceae,4.monocot,native,1,1,
Juncus drummondii,Juncaceae,4.monocot,native,1,1,
Juncus dubius,Juncaceae,4.monocot,native,1,1,
Juncus effusus,Juncaceae,4.monocot,native,1,1,1
Juncus ensifolius,Juncaceae,4.monocot,native,1,1,
Juncus exiguus,Juncaceae,4.monocot,native,1,1,
Juncus hemiendytus,Juncaceae,4.monocot,native,1,1,
Juncus longistylis,Juncaceae,4.monocot,native,1,1,
Juncus macrandrus,Juncaceae,4.monocot,native,1,1,
Juncus mertensianus,Juncaceae,4.monocot,native,1,1,1
Juncus nevadensis,Juncaceae,4.monocot,native,1,1,
Juncus occidentalis,Juncaceae,4.monocot,native,1,1,
Juncus orthophyllus,Juncaceae,4.monocot,native,1,1,
Juncus oxymeris,Juncaceae,4.monocot,native,1,1,
Juncus parryi,Juncaceae,4.monocot,native,1,1,1
Juncus saximontanus,Juncaceae,4.monocot,native,1,1,
Juncus tenuis,Juncaceae,4.monocot,native,1,1,
Juncus tiehmii,Juncaceae,4.monocot,native,1,1,
Juncus triformis,Juncaceae,4.monocot,native,1,1,
Juncus uncialis,Juncaceae,4.monocot,native,1,1,
Juncus xiphioides,Juncaceae,4.monocot,native,1,1,1
Luzula comosa,Juncaceae,4.monocot,native,1,1,
Luzula divaricata,Juncaceae,4.monocot,native,1,1,1
Luzula orestera,Juncaceae,4.monocot,native,1,1,1
Luzula parviflora,Juncaceae,4.monocot,native,1,1,1
Luzula spicata,Juncaceae,4.monocot,native,1,1,1
Luzula subcongesta,Juncaceae,4.monocot,native,1,1,
Triglochin maritima,Juncaginaceae,4.monocot,native,1,1,
Triglochin palustris,Juncaginaceae,4.monocot,native,1,1,1
Triglochin scilloides,Juncaginaceae,4.monocot,native,1,,
Agrostis capillaris,Poaceae,4.monocot,introduced,1,1,
Agrostis exarata,Poaceae,4.monocot,native,1,1,
Agrostis gigantea,Poaceae,4.monocot,introduced,1,1,
Agrostis humilis,Poaceae,4.monocot,native,1,1,
Agrostis idahoensis,Poaceae,4.monocot,native,1,1,
Agrostis oregonensis,Poaceae,4.monocot,native,1,1,
Agrostis pallens,Poaceae,4.monocot,native,1,1,
Agrostis scabra,Poaceae,4.monocot,native,1,1,
Agrostis stolonifera,Poaceae,4.monocot,native,1,1,
Agrostis variabilis,Poaceae,4.monocot,native,1,1,
Aira caryophyllea,Poaceae,4.monocot,introduced,1,1,1
Alopecurus aequalis,Poaceae,4.monocot,native,1,1,1
Andropogon virginicus,Poaceae,4.monocot,introduced,1,1,
Avena barbata,Poaceae,4.monocot,introduced,1,1,
Avena fatua,Poaceae,4.monocot,introduced,1,1,1
Briza minor,Poaceae,4.monocot,introduced,1,1,
Bromus arenarius,Poaceae,4.monocot,introduced,1,1,
Bromus carinatus,Poaceae,4.monocot,native,1,1,
Bromus catharticus,Poaceae,4.monocot,introduced,1,1,
Bromus ciliatus,Poaceae,4.monocot,native,1,1,
Bromus diandrus,Poaceae,4.monocot,introduced,1,1,
Bromus grandis,Poaceae,4.monocot,native,1,1,
Bromus hordeaceus,Poaceae,4.monocot,introduced,1,1,1
Bromus inermis,Poaceae,4.monocot,native,1,1,1
Bromus japonicus,Poaceae,4.monocot,introduced,1,1,
Bromus laevipes,Poaceae,4.monocot,introduced,1,1,
Bromus madritensis,Poaceae,4.monocot,introduced,1,1,
Bromus orcuttianus,Poaceae,4.monocot,native,1,1,
Bromus rubens,Poaceae,4.monocot,introduced,1,1,
Bromus secalinus,Poaceae,4.monocot,introduced,1,1,
Bromus sterilis,Poaceae,4.monocot,introduced,1,1,
Bromus suksdorfii,Poaceae,4.monocot,native,1,1,
Bromus tectorum,Poaceae,4.monocot,introduced,1,1,1
Bromus vulgaris,Poaceae,4.monocot,native,1,1,
Calamagrostis canadensis,Poaceae,4.monocot,native,1,1,1
Calamagrostis inexpansa,Poaceae,4.monocot,native,1,1,
Calamagrostis muiriana,Poaceae,4.monocot,native,1,1,1
Calamagrostis purpurascens,Poaceae,4.monocot,native,1,1,
Calamagrostis stricta,Poaceae,4.monocot,native,,1,
Cinna bolanderi,Poaceae,4.monocot,native,1,1,
Cynodon dactylon,Poaceae,4.monocot,introduced,1,1,
Cynosurus echinatus,Poaceae,4.monocot,introduced,1,1,1
Dactylis glomerata,Poaceae,4.monocot,introduced,1,1,1
Danthonia californica,Poaceae,4.monocot,native,1,1,1
Danthonia intermedia,Poaceae,4.monocot,native,1,1,1
Danthonia unispicata,Poaceae,4.monocot,native,1,1,
Deschampsia cespitosa,Poaceae,4.monocot,native,1,1,1
Deschampsia danthonioides,Poaceae,4.monocot,native,1,1,
Deschampsia elongata,Poaceae,4.monocot,native,1,1,
Dichanthelium acuminatum,Poaceae,4.monocot,native,1,1,
Digitaria ischaemum,Poaceae,4.monocot,introduced,1,1,
Digitaria sanguinalis,Poaceae,4.monocot,introduced,1,1,
Distichlis spicata,Poaceae,4.monocot,native,1,1,
Echinochloa crus-galli,Poaceae,4.monocot,introduced,1,1,
Elymus elymoides,Poaceae,4.monocot,native,1,1,1
Elymus glaucus,Poaceae,4.monocot,native,1,1,
Elymus multisetus,Poaceae,4.monocot,native,1,1,
Elymus sierrae,Poaceae,4.monocot,native,1,1,
Elymus stebbinsii,Poaceae,4.monocot,native,1,1,
Elymus trachycaulus,Poaceae,4.monocot,native,1,1,1
Eragrostis cilianensis,Poaceae,4.monocot,introduced,1,1,
Eragrostis pilosa,Poaceae,4.monocot,native,1,1,
Eragrostis virescens,Poaceae,4.monocot,native,1,1,
Eriocoma latiglumis,Poaceae,4.monocot,native,1,1,
Eriocoma lemmonii,Poaceae,4.monocot,native,1,1,
Eriocoma nelsonii,Poaceae,4.monocot,native,1,1,
Eriocoma nevadensis,Poaceae,4.monocot,native,1,1,
Eriocoma occidentalis,Poaceae,4.monocot,native,1,1,
Eriocoma thurberiana,Poaceae,4.monocot,native,1,1,
Festuca brachyphylla,Poaceae,4.monocot,native,1,1,
Festuca idahoensis,Poaceae,4.monocot,native,1,1,
Festuca microstachys,Poaceae,4.monocot,native,1,1,1
Festuca minutiflora,Poaceae,4.monocot,native,1,1,
Festuca myuros,Poaceae,4.monocot,introduced,1,1,
Festuca occidentalis,Poaceae,4.monocot,native,1,1,
Festuca pratensis,Poaceae,4.monocot,introduced,1,1,
Festuca rubra,Poaceae,4.monocot,native,1,1,
Festuca saximontana,Poaceae,4.monocot,native,1,1,
Festuca subulata,Poaceae,4.monocot,native,1,1,
Glyceria borealis,Poaceae,4.monocot,native,1,1,
Glyceria elata,Poaceae,4.monocot,native,1,1,
Glyceria striata,Poaceae,4.monocot,native,1,1,
Graphephorum canescens,Poaceae,4.monocot,native,1,1,
Graphephorum wolfii,Poaceae,4.monocot,native,1,1,
Holcus lanatus,Poaceae,4.monocot,introduced,1,1,1
Hordeum brachyantherum,Poaceae,4.monocot,native,1,1,1
Hordeum marinum,Poaceae,4.monocot,introduced,1,1,
Hordeum murinum,Poaceae,4.monocot,introduced,1,1,
Koeleria macrantha,Poaceae,4.monocot,native,1,1,
Koeleria spicata,Poaceae,4.monocot,native,1,1,1
Leymus triticoides,Poaceae,4.monocot,native,1,1,
Lolium arundinaceum,Poaceae,4.monocot,introduced,1,1,
Lolium multiflorum,Poaceae,4.monocot,introduced,1,1,
Lolium perenne,Poaceae,4.monocot,introduced,1,1,
Lolium temulentum,Poaceae,4.monocot,introduced,1,1,
Melica aristata,Poaceae,4.monocot,native,1,1,
Melica bulbosa,Poaceae,4.monocot,native,1,1,
Melica californica,Poaceae,4.monocot,native,1,1,1
Melica harfordii,Poaceae,4.monocot,native,1,1,
Melica imperfecta,Poaceae,4.monocot,native,1,1,
Melica stricta,Poaceae,4.monocot,native,1,1,1
Melica subulata,Poaceae,4.monocot,native,1,1,
Muhlenbergia andina,Poaceae,4.monocot,native,1,1,
Muhlenbergia asperifolia,Poaceae,4.monocot,native,1,1,
Muhlenbergia filiformis,Poaceae,4.monocot,native,1,1,
Muhlenbergia minutissima,Poaceae,4.monocot,native,1,1,
Muhlenbergia montana,Poaceae,4.monocot,native,1,1,
Muhlenbergia richardsonis,Poaceae,4.monocot,native,1,1,
Muhlenbergia rigens,Poaceae,4.monocot,native,1,1,1
Muhlenbergia schreberi,Poaceae,4.monocot,native,1,1,
Panicum capillare,Poaceae,4.monocot,native,1,1,1
Panicum miliaceum,Poaceae,4.monocot,introduced,1,,
Parapholis incurva,Poaceae,4.monocot,introduced,1,1,
Phalaris arundinacea,Poaceae,4.monocot,native,1,,
Phleum alpinum,Poaceae,4.monocot,native,1,1,1
Phleum pratense,Poaceae,4.monocot,introduced,1,1,1
Poa annua,Poaceae,4.monocot,introduced,1,1,
Poa bolanderi,Poaceae,4.monocot,native,1,1,
Poa bulbosa,Poaceae,4.monocot,introduced,1,1,1
Poa compressa,Poaceae,4.monocot,introduced,1,1,
Poa cusickii,Poaceae,4.monocot,native,1,1,
Poa fendleriana,Poaceae,4.monocot,native,1,1,
Poa glauca,Poaceae,4.monocot,native,1,1,
Poa keckii,Poaceae,4.monocot,native,1,1,
Poa leptocoma,Poaceae,4.monocot,native,1,1,1
Poa nemoralis,Poaceae,4.monocot,introduced,1,1,
Poa pratensis,Poaceae,4.monocot,introduced,1,1,1
Poa pringlei,Poaceae,4.monocot,native,1,1,
Poa secunda,Poaceae,4.monocot,native,1,1,1
Poa stebbinsii,Poaceae,4.monocot,native,1,1,
Poa wheeleri,Poaceae,4.monocot,native,1,1,
Polypogon maritimus,Poaceae,4.monocot,introduced,1,1,
Polypogon monspeliensis,Poaceae,4.monocot,introduced,1,1,
Polypogon viridis,Poaceae,4.monocot,introduced,1,1,
Ptilagrostiella kingii,Poaceae,4.monocot,native,1,1,1
Puccinellia nuttalliana,Poaceae,4.monocot,native,1,1,
Scribneria bolanderi,Poaceae,4.monocot,native,1,1,
Setaria pumila,Poaceae,4.monocot,introduced,1,1,
Setaria viridis,Poaceae,4.monocot,introduced,1,1,
Stipa lettermanii,Poaceae,4.monocot,native,1,1,
Stipa pinetorum,Poaceae,4.monocot,native,1,1,
Torreyochloa erecta,Poaceae,4.monocot,native,1,1,
Torreyochloa pallida,Poaceae,4.monocot,native,1,1,
Triticum aestivum,Poaceae,4.monocot,introduced,1,1,
Potamogeton alpinus,Potamogetonaceae,4.monocot,native,1,1,
Potamogeton berchtoldii,Potamogetonaceae,4.monocot,native,1,1,
Potamogeton epihydrus,Potamogetonaceae,4.monocot,native,1,1,
Potamogeton foliosus,Potamogetonaceae,4.monocot,native,1,1,
Potamogeton gramineus,Potamogetonaceae,4.monocot,native,1,1,
Potamogeton natans,Potamogetonaceae,4.monocot,native,1,1,1
Potamogeton pusillus,Potamogetonaceae,4.monocot,native,1,1,
Potamogeton robbinsii,Potamogetonaceae,4.monocot,native,1,1,
Stuckenia filiformis,Potamogetonaceae,4.monocot,native,1,1,
Sparganium angustifolium,Typhaceae,4.monocot,native,1,1,1
Sparganium emersum,Typhaceae,4.monocot,native,1,1,
Sparganium natans,Typhaceae,4.monocot,native,1,1,
Typha latifolia,Typhaceae,4.monocot,native,1,1,1
Calliscirpus brachythrix,Cyperaceae,4.monocot-graminoids,native,,1,
Carex alma,Cyperaceae,4.monocot-graminoids,native,,1,
Carex deflexa,Cyperaceae,4.monocot-graminoids,native,,1,
Carex diandra,Cyperaceae,4.monocot-graminoids,native,,1,
Carex luzulina,Cyperaceae,4.monocot-graminoids,native,,1,1
Carex orestera,Cyperaceae,4.monocot-graminoids,native,,1,
Carex serratodens,Cyperaceae,4.monocot-graminoids,native,,1,
Carex viridula,Cyperaceae,4.monocot-graminoids,native,,1,
Eleocharis obtusa,Cyperaceae,4.monocot-graminoids,native,,1,
Eleocharis ovata,Cyperaceae,4.monocot-graminoids,native,,1,
Eleocharis palustris,Cyperaceae,4.monocot-graminoids,native,,1,
Isolepis cernua,Cyperaceae,4.monocot-graminoids,native,1,,
Schoenoplectus pungens,Cyperaceae,4.monocot-graminoids,native,1,1,
Juncus laccatus,Juncaceae,4.monocot-graminoids,native,,1,
Luzula cascadensis,Juncaceae,4.monocot-graminoids,native,,1,
Luzula macrantha,Juncaceae,4.monocot-graminoids,native,,1,
Alopecurus geniculatus,Poaceae,4.monocot-graminoids,introduced,,1,
Bromus marginatus,Poaceae,4.monocot-graminoids,native,,1,
Bromus porteri,Poaceae,4.monocot-graminoids,native,,1,
Bromus pumpellianus,Poaceae,4.monocot-graminoids,introduced,,,1
Cinna latifolia,Poaceae,4.monocot-graminoids,native,1,1,
Coleataenia rigidula,Poaceae,4.monocot-graminoids,introduced,,1,
Dichanthelium lanuginosum,Poaceae,4.monocot-graminoids,native,,1,1
Elymus saundersii,Poaceae,4.monocot-graminoids,native,,1,
Elymus violaceus,Poaceae,4.monocot-graminoids,native,1,,
Festuca viridula,Poaceae,4.monocot-graminoids,native,,1,
Koeleria projecta,Poaceae,4.monocot-graminoids,native,,1,
Melica torreyana,Poaceae,4.monocot-graminoids,native,,1,
Poa palustris,Poaceae,4.monocot-graminoids,introduced,,1,
Poa trivialis,Poaceae,4.monocot-graminoids,introduced,,1,
Vulpia bromoides,Poaceae,4.monocot-graminoids,introduced,1,1,
Alisma triviale,Alismataceae,5.monocot-showy,native,1,1,
Sagittaria cuneata,Alismataceae,5.monocot-showy,native,1,1,
Allium amplectens,Amaryllidaceae,5.monocot-showy,native,1,1,1
Allium campanulatum,Amaryllidaceae,5.monocot-showy,native,1,1,1
Allium hyalinum,Amaryllidaceae,5.monocot-showy,native,1,,
Allium obtusum,Amaryllidaceae,5.monocot-showy,native,1,1,1
Allium tribracteatum,Amaryllidaceae,5.monocot-showy,native,1,1,1
Allium validum,Amaryllidaceae,5.monocot-showy,native,1,1,1
Allium yosemitense,Amaryllidaceae,5.monocot-showy,native,1,1,
Arum italicum,Araceae,5.monocot-showy,introduced,,1,
Lemna minuta,Araceae,5.monocot-showy,native,1,,
Aralia californica,Araliaceae,5.monocot-showy,native,1,1,
Asparagus officinalis,Asparagaceae,5.monocot-showy,introduced,,,1
Brodiaea elegans,Asparagaceae,5.monocot-showy,native,1,1,1
Camassia leichtlinii,Asparagaceae,5.monocot-showy,native,,1,1
Camassia quamash,Asparagaceae,5.monocot-showy,native,1,1,1
Chlorogalum pomeridianum,Asparagaceae,5.monocot-showy,native,1,1,1
Dichelostemma congestum,Asparagaceae,5.monocot-showy,native,,1,
Dichelostemma multiflorum,Asparagaceae,5.monocot-showy,native,1,1,1
Dichelostemma volubile,Asparagaceae,5.monocot-showy,native,1,1,1
Dipterostemon capitatus,Asparagaceae,5.monocot-showy,native,1,1,1
Maianthemum racemosum,Asparagaceae,5.monocot-showy,native,1,1,1
Maianthemum stellatum,Asparagaceae,5.monocot-showy,native,1,1,1
Triteleia dudleyi,Asparagaceae,5.monocot-showy,native,1,1,1
Triteleia hyacinthina,Asparagaceae,5.monocot-showy,native,1,1,1
Triteleia ixioides,Asparagaceae,5.monocot-showy,native,1,1,1
Triteleia laxa,Asparagaceae,5.monocot-showy,native,1,1,1
Triteleia montana,Asparagaceae,5.monocot-showy,native,1,1,1
Elodea canadensis,Hydrocharitaceae,5.monocot-showy,native,,1,1
Elodea nuttallii,Hydrocharitaceae,5.monocot-showy,native,,1,
Iris hartwegii,Iridaceae,5.monocot-showy,native,1,1,1
Iris missouriensis,Iridaceae,5.monocot-showy,native,1,1,1
Sisyrinchium bellum,Iridaceae,5.monocot-showy,native,1,1,1
Sisyrinchium elmeri,Iridaceae,5.monocot-showy,native,1,1,1
Sisyrinchium idahoense,Iridaceae,5.monocot-showy,native,1,1,
Calochortus leichtlinii,Liliaceae,5.monocot-showy,native,1,1,1
Calochortus luteus,Liliaceae,5.monocot-showy,native,1,1,
Calochortus minimus,Liliaceae,5.monocot-showy,native,1,1,1
Calochortus superbus,Liliaceae,5.monocot-showy,native,1,1,1
Calochortus venustus,Liliaceae,5.monocot-showy,native,1,1,1
Clintonia uniflora,Liliaceae,5.monocot-showy,native,1,1,1
Fritillaria affinis,Liliaceae,5.monocot-showy,native,,1,
Fritillaria atropurpurea,Liliaceae,5.monocot-showy,native,1,1,1
Fritillaria micrantha,Liliaceae,5.monocot-showy,native,1,1,1
Fritillaria pinetorum,Liliaceae,5.monocot-showy,native,1,1,1
Lilium pardalinum,Liliaceae,5.monocot-showy,native,,1,1
Lilium parvum,Liliaceae,5.monocot-showy,native,1,1,1
Lilium washingtonianum,Liliaceae,5.monocot-showy,native,1,1,1
Prosartes hookeri,Liliaceae,5.monocot-showy,native,1,1,1
Toxicoscordion exaltatum,Melanthiaceae,5.monocot-showy,native,1,1,
Toxicoscordion paniculatum,Melanthiaceae,5.monocot-showy,native,1,1,
Toxicoscordion venenosum,Melanthiaceae,5.monocot-showy,native,1,1,1
Trillium angustipetalum,Melanthiaceae,5.monocot-showy,native,1,1,1
Veratrum californicum,Melanthiaceae,5.monocot-showy,native,1,1,1
Narthecium californicum,Nartheciaceae,5.monocot-showy,native,1,1,
Cephalanthera austiniae,Orchidaceae,5.monocot-showy,native,1,1,1
Corallorhiza maculata,Orchidaceae,5.monocot-showy,native,1,1,1
Corallorhiza striata,Orchidaceae,5.monocot-showy,native,1,1,1
Cypripedium montanum,Orchidaceae,5.monocot-showy,native,1,1,1
Epipactis gigantea,Orchidaceae,5.monocot-showy,native,1,1,
Epipactis helleborine,Orchidaceae,5.monocot-showy,introduced,1,1,
Goodyera oblongifolia,Orchidaceae,5.monocot-showy,native,1,1,1
Neottia convallarioides,Orchidaceae,5.monocot-showy,native,1,1,
Platanthera colemanii,Orchidaceae,5.monocot-showy,native,1,1,1
Platanthera dilatata,Orchidaceae,5.monocot-showy,native,1,1,1
Platanthera elongata,Orchidaceae,5.monocot-showy,native,,1,1
Platanthera leptopetala,Orchidaceae,5.monocot-showy,native,,,1
Platanthera sparsiflora,Orchidaceae,5.monocot-showy,native,1,1,1
Platanthera transversa,Orchidaceae,5.monocot-showy,native,1,1,1
Platanthera unalascensis,Orchidaceae,5.monocot-showy,native,1,1,1
Platanthera yosemitensis,Orchidaceae,5.monocot-showy,native,1,1,1
Spiranthes perexilis,Orchidaceae,5.monocot-showy,native,1,1,1
Spiranthes porrifolia,Orchidaceae,5.monocot-showy,native,1,1,1
Spiranthes romanzoffiana,Orchidaceae,5.monocot-showy,native,1,1,1
Spiranthes x stellata,Orchidaceae,5.monocot-showy,native,1,1,1
Triantha occidentalis,Tofieldiaceae,5.monocot-showy,native,1,1,1
